SiteName,Municipality,ProgramCategory,EnforcementTypeDescription,IssuedDate,DocumentNumber,PenaltyCashAssessed,Comment
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/27/2017 AT HUDSON TRANSFER STATION
,,HAULER,Notice Of Non-Compliance,10/2/19,,0,9/19/2019 HAULER NON OBSERVED SINGLE STREAM RECYCLING AT COVANTA BRAINTREE TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/13/2017 AT LYNN TS HAULED BY JRM
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/27/2017 AT WHEELABRATOR NORTH ANDOVER
,,HAULER,Notice Of Non-Compliance,3/18/19,,0,2/14/2019 OBSERVED 100% RECYCLABLES W/ COUCH AT HUDSON TS
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/27/2017 AT HUDSON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/17/2017 AT WHEELABRATOR MILLBURY
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/22/2017 AT HOLLISTON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/27/2017 AT HUDSON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,"OBSERVED 12/16/2016 AT HUDSON TS ARRIVING FROM 400 DONALD LYNCH BLVD, MARLBOROUGH, ISSUED TO NORDBLOM MANAGEMENT COMPANY"
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED ON 2/3/2017 AT PRTR
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/17/2017 AT WHEELABRATOR MILLBURY
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/27/2017 AT HUDSON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/6/2017 AT DEDHAM TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/27/2017 AT MELROSE TRANSFER STATION 318664
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/22/2017 AT HOLLISTON TS
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/27/2017 AT HUDSON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/13/2017 AT LYNN TS HAULED BY CHARLES GEORGE TRUCKING
,,GEN-SW,Notice Of Non-Compliance,2/2/17,,0,NON FOR DISPOSAL OF CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,10/12/16,,0,"WASTE BAN NON FOR CARDBOARD DISPOSAL AT WHEELABRATOR NORTH ANDOVER. LOAD FROM BERRY FARMS, 4 BERRY STREET, NORTH ANDOVER"
,,GEN-SW,Notice Of Non-Compliance,10/4/16,,0,
,,HAULER,Notice Of Non-Compliance,2/11/20,,0,2 LOADS OF CARDBOARD DELIVERED BY JET-A-WAY TRUCKS AT WHEELABRATOR SAUGUS ON 1/21/2020
,,HAULER,Notice Of Non-Compliance,11/4/19,,0,2 LOADS OF C+D WASTE- WOOD AND DRYWALL OBSERVED AT HOWARD TS ON 10/10/19
,,GEN-SW,Notice Of Non-Compliance,9/12/16,,0,WASTE BAN NON FOR DISPOSAL OF CARDBOARD FROM WRENTHAM VILLAGE PREMIUM OUTLETS
,,GEN-SW,Notice Of Non-Compliance,6/20/16,,0,NON FOR CARDBOARD OBSERVED AT DEDHAM. RTC LETTER DATED 7/19/16 RECEIVED BY JOHN FISCHER ON 8/23/16. HAVE CARDBOARD COMPACTOR NOW.
,,GEN-SW,Notice Of Non-Compliance,6/20/16,,0,NON FOR CARDBOARD OBSERVED AT POST ROAD TRANSFER
,,GEN-SW,Notice Of Non-Compliance,6/8/16,,0,NON FOR CARDBOARD OBSERVED AT HOWARD
,,GEN-SW,Notice Of Non-Compliance,6/8/16,,0,NON FOR CARDBOARD OBSERVED AT HOWARD
,,GEN-SW,Notice Of Non-Compliance,6/6/16,,0,NON FOR CARDBOARD OBSERVED AT HOWARD
,,GEN-SW,Notice Of Non-Compliance,6/6/16,,0,NON FOR CARDBOARD OBSERVED AT HOWARD
,,GEN-SW,Notice Of Non-Compliance,6/6/16,,0,NON FOR CARDBOARD OBSERVED AT HOWARD
,,GEN-SW,Notice Of Non-Compliance,5/20/16,,0,NON FOR CARDBOARD OBSERVED AT WHEELABRATOR NORTH ANDOVER
,,GEN-SW,Notice Of Non-Compliance,5/20/16,,0,NON FOR CARDBOARD OBSERVED AT PEABODY
,,GEN-SW,Notice Of Non-Compliance,5/20/16,,0,NON FOR CARDBOARD OBSERVED AT WHEELABRATOR NORTH ANDOVER
,,GEN-SW,Notice Of Non-Compliance,5/20/16,,0,NON FOR CARDBOARD OBSERVED AT PEABODY WOOD TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,5/20/16,,0,NON FOR CARDBOARD OBSERVED AT PEABODY WOOD TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,5/11/16,,0,NON FOR CARDBOARD OBSERVED AT MILLBURY
,,GEN-SW,Notice Of Non-Compliance,5/11/16,,0,NON FOR CARDBOARD OBSERVED AT BRAINTREE
,,GEN-SW,Notice Of Non-Compliance,5/11/16,,0,NON FOR CARDBOARD OBSERVED AT BRAINTREE
,,GEN-SW,Notice Of Non-Compliance,5/11/16,,0,NON FOR CARDBOARD OBSERVED AT SAUGUS
,,HAULER,Notice Of Non-Compliance,11/5/18,,0,10/24/2018 OBSERVED 35% CARDBOARD & FOOD AT PEABODY WOOD TS
,,GEN-SW,Notice Of Non-Compliance,4/25/16,,0,NON FOR CARDBOARD OBSERVED AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,4/6/16,,0,NON FOR CARDBOARD - OBSERVED AT HOWARD
,,GEN-SW,Notice Of Non-Compliance,4/6/16,,0,NON FOR CARDBOARD - OBSERVED AT HOWARD
,,GEN-SW,Notice Of Non-Compliance,4/6/16,,0,NON FOR CARDBOARD - OBSERVED AT HOWARD
,,GEN-SW,Unilateral Administrative Order,4/1/16,,0,
,,GEN-SW,Notice Of Non-Compliance,3/31/16,,0,NON FOR CARDBOARD - OBSERVED AT HOLLISTION TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/31/16,,0,NON FOR CARDBOARD - OBSERVED AT WHEELABRATOR NORTH ANDOVER
,,GEN-SW,Notice Of Non-Compliance,3/30/16,,0,WASTE BAN VIOLATION OBSERVED AT BRAINTREE TS. LOAD CONTAINED SIGNIFICANT AMOUNT CARDBOARD.
,,GEN-SW,Notice Of Non-Compliance,3/30/16,,0,WASTE BAN VIOLATION OBSERVED AT BRAINTREE TS ON 2/18/16. LOAD CONTAINED SIGNIFICANT AMOUNT OF CARDBOARD.
,,GEN-SW,Notice Of Non-Compliance,3/30/16,,0,"WASTE BAN VIOLATION OBSERVED AT WHEELABRATOR SAUGUS ON MARCH 3, 2016. LOAD CONTAINED SIGNIFICANT AMOUNT OF YARD WASTE."
,,GEN-SW,"Administrative Consent Order, With Penalty",3/25/16,,0,ACTIONABLE LEVELS OF RECYCLABLE PAPER AND RECYCLABLE CARDBOARD OBSERVED AT HOWARD ON 10/2/15
,,GEN-SW,Notice Of Non-Compliance,3/24/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED AT MCNAMARA TRANSFER STATION ON 2/11/16.
,,HAULER,Notice Of Non-Compliance,2/4/19,,0,"1/8/2019 OBSERVED 60-70% BOTTLES, CANS, PAPER, CARDBOARD AT COVANTA HAVERHILL"
,,GEN-SW,Notice Of Non-Compliance,3/21/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED AT HOWARD TRANSFER STATION ON 1/25/16
,,GEN-SW,Notice Of Non-Compliance,3/21/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED AT HOWARD TRANSFER STATION ON 1/25/16
,,GEN-SW,Notice Of Non-Compliance,3/16/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED ON 2/23/16 AT THE PEABODY TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/16/16,,0,NON FOR CARDBOARD - OBSERVED AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,3/10/16,,0,"WAST BAN VIOLATION OBSERVED AT LYNN TS ON MARCH 3, 2015. LOAD CONTAINED CARDBOARD. NON DELAY DUE TO JRM NOT SUPPLYING GENERATOR INFO UNTIL LATE DEC 2015."
,,GEN-SW,Notice Of Non-Compliance,3/9/16,,0,NON FOR CARDBOARD - OBSERVED AT WHEELABRATOR MILLBURY
,,GEN-SW,Notice Of Non-Compliance,3/9/16,,0,NON FOR CARDBOARD - OBSERVED AT WHEELABRATOR MILLBURY
,,GEN-SW,Notice Of Non-Compliance,3/9/16,,0,NON FOR CARDBOARD - OBSERVED AT HOWARD TRANSFER
,,GEN-SW,Notice Of Non-Compliance,3/8/16,,0,ACTIONABLE LEVES OF CARDBOARD OBSERVED ON 12-22-16 AT MILLBURY WHEELABRATOR
,,GEN-SW,Notice Of Non-Compliance,3/8/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED AT THE HUDSON TRANSFER STATION ON 2-3-16
,,GEN-SW,Notice Of Non-Compliance,3/8/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED ON 2/16/16 AT THE MELROSE TRANSFER STATION.
,,GEN-SW,"Administrative Consent Order, With Penalty",3/8/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED AT BRAINTREE ON 9/17/15
,,GEN-SW,Notice Of Non-Compliance,3/4/16,,0,NON FOR CARDBOARD OBSERVED AT DEDHAM TRANSFER
,,GEN-SW,Notice Of Non-Compliance,3/4/16,,0,NON FOR CARDBOARD - OBSERVED AT AUBURN TRANSFER
,,GEN-SW,Notice Of Non-Compliance,3/3/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED AT WHEELABRATOR NORTH ANDOVER ON 2/17/16
,,GEN-SW,Notice Of Non-Compliance,3/3/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED AT NORTH ANDOVER ON 2/17/16
,,GEN-SW,Notice Of Non-Compliance,3/1/16,,0,ACTIONABLE LEVELS OF CARDBOARD AND ONE WHITE GOOD OBSERVED DISPOSED AT COVANTA HAVERHILL ON 12/10/16.
,,GEN-SW,Notice Of Non-Compliance,3/1/16,,0,ACTIONABLE LEVELS OF PAPER AND RECYCLABLE CARDBOARD OBSERVED DISPOSED AT COVANTA HAVERHILL ON 12/10/15
,,GEN-SW,Notice Of Non-Compliance,2/29/16,,0,NON FOR ORGANICS - OBSERVED AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,"WASTE BAN VIOLATION OBSERVED AT COVANTA HAVERHILL ON JUNE 5, 2015. SIGNIFICANT AMOUNT OF CARDBOARD. JRM DID NOT GIVE GENERATOR INFO UNTIL LATE 2015."
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,"WASTE BAN OBSERVED APRIL 2, 2015 AT DANVERS TRANSFER STATION. SIGNIFICANT AMOUNT OF CARDBOARD AND CLEAN GYPSUM WALLBOARD. JRM DID NOT TELL US GENERATOR UNTIL LATE 2015, THUS A DELAY IN GETTING NON OUT."
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,WASTE BAN VIOLATION OBSERVED AT COVANTA HAVERHILL. NON SENT FOR TWO VIOLATIONS OBSERVED IN 2015: 1/9/15 CARDBOARD; AND 2/26/15 BOTTLES AND CANS). PART OF JRM INFORMATION THAT WAS NOT GIVEN TO US UNTIL LATE 2015.
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,WASTE BAN VIOLATION OBSERVED AT WHEELABRATOR SAUGUS ON 5/28/15. SIGNIFICANT AMOUNT OF CARDBOARD. JRM DIDN'T GIVE US GENERATOR INFO UNTIL LATE 2015.
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,WASTE BAN VIOLATION OBSERVED AT BRAINTREE TRANSFER STATION ON 2/19/15. SIGNIFICANT AMOUNT OF CARDBOARD. JRM DID NOT GIVE GENERATOR INFO UNTIL LATE 2015.
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,WASTE BAN VIOLATION OBSERVED AT WHEELABRATOR NORTH ANDOVER ON 5/21/15. SIGNIFICANT AMOUNT OF CARDBOARD. JRM DIDN'T GIVE US GENERATOR INFO UNTIL LATE 2015.
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,"WASTE BAN VIOLATION OBSERVED AT COVANTA HAVERHILL ON JUNE 5, 2015. WHITE GOOD. JRM DID NOT GIVE US GENERATOR INFO UNTIL LATE 2015."
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,WASTE BAN VIOLATION OBSERVED AT BRAINTREE TS ON 6/11/15. SIGNIFICANT AMOUNT OF CARDBOARD. JRM DIDN'T GIVE US GENERATOR INFO UNTIL LATE 2015.
,,GEN-SW,Notice Of Non-Compliance,2/22/16,,0,WASTE BAN VIOLATION OBSERVED AT DANVERS TS ON 3/3/15. SIGNIFICANT AMOUNT OF CARDBOARD. JRM DIDN'T GIVE GENERATOR INFO UNTIL LATE 2015.
,,GEN-SW,Notice Of Non-Compliance,2/19/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED AT THE DANVERS TRANSFER STATION ON 1/14/16.
,,GEN-SW,Notice Of Non-Compliance,2/12/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED AT EL HARVEY AND SONS ON 12/28/15.
,,GEN-SW,Notice Of Non-Compliance,2/12/16,,0,NON FOR CARDBOARD - OBSERVED AT AKS TRANSFER
,,GEN-SW,Notice Of Non-Compliance,2/10/16,,0,NON FOR BOTTLES AND CANS - OBSERVED AT SAUGUS
,,GEN-SW,Notice Of Non-Compliance,2/10/16,,0,NON FOR CARDBOARD - OBSERVED AT SAUGUS
,,GEN-SW,Notice Of Non-Compliance,2/10/16,,0,NON FOR CARDBOARD - OBSERVED AT SAUGUS
,,GEN-SW,Notice Of Non-Compliance,2/10/16,,0,NON FOR CARDBOARD - OBSERVED AT SAUGUS
,,GEN-SW,Notice Of Non-Compliance,2/10/16,,0,NON FOR CARDBOARD - OBSERVED AT SAUGUS
,,GEN-SW,Notice Of Non-Compliance,2/9/16,,0,ACTIONABLE LEVELS OF CARBDOARD OBSERVED AT WHEELABRATOR NORTH ANDOVER ON 12/9/15
,,GEN-SW,Notice Of Non-Compliance,2/9/16,,0,ACTIONABLE LEVELS OF CARDBOARD OBSERVED DISPOSED AT EL HARVEY AND SONS ON 12/28/15.
